P241	1.27,8.61,3.12,3.11,2.81,9.57,9.35,3.86,5.52,5.3
P242	5.26,4.91,2.76,4.23,4.16,0.12,4.88,7.03,6.9,6.91
P243	7.72,1.44,4.96,3.32,9.32,2.25,9.9,0.26,7.03,5.89
P244	2.97,2.59,2.29,5.66,3.45,0.91,8.46,5.47,9.43,5.22
P245	0.11,9.66,7.54,2.88,8.99,1.36,1.24,5.72,2.34,4.66
P246	8.56,5.43,4.67,4.06,0.91,2.29,2.52,0.33,4.5,9.17
P247	5.15,3.52,4.45,2.13,0.98,2.37,9.65,9.0,0.81,4.33
P248	3.45,9.5,3.98,1.89,1.08,3.97,3.09,9.13,9.78,3.0
P249	5.91,6.87,1.9,6.71,0.92,6.22,4.16,1.02,3.88,7.96
P250	8.64,7.72,8.87,9.62,2.35,6.79,6.37,2.99,2.6,2.2
P251	4.91,2.32,4.77,7.01,0.29,7.36,7.58,9.57,8.39,6.22
P252	8.55,0.41,3.12,9.91,8.9,8.35,1.23,4.42,2.86,5.34
P253	9.46,6.25,1.04,1.75,7.7,4.27,1.35,7.69,3.67,4.21
P254	3.82,1.46,1.05,1.94,7.64,3.16,2.98,8.38,9.51,0.01
P255	7.23,1.87,2.76,0.3,7.65,3.45,5.65,4.22,8.87,6.96
P256	5.3,3.33,7.65,8.26,1.2,5.19,4.99,7.68,8.35,6.02
P257	7.39,5.26,5.58,2.19,4.48,1.13,8.91,0.81,3.01,2.38
P258	3.29,0.97,3.73,3.11,8.8,9.4,8.72,6.91,8.74,8.98
P259	1.56,9.3,7.91,3.88,1.65,3.43,8.92,2.73,6.97,3.64
P260	3.57,9.82,6.91,0.43,3.52,5.07,7.52,4.88,2.17,5.23
P261	7.08,2.55,5.1,2.49,9.09,4.5,1.6,1.88,2.89,8.21
P262	4.16,5.2,9.89,1.98,5.65,7.94,4.44,4.53,6.33,5.09
P263	4.26,5.54,4.1,3.25,4.58,4.13,1.78,9.44,4.2,9.34
P264	4.52,1.4,8.82,1.07,9.12,0.38,9.37,0.38,4.42,4.84
P265	8.47,5.15,8.63,2.91,8.19,0.93,5.0,2.06,6.27,7.04
P266	2.33,6.67,5.92,4.83,9.97,8.36,6.34,8.46,0.66,9.08
P267	7.51,8.42,5.68,4.01,2.56,4.73,8.25,0.18,5.78,9.56
P268	1.19,6.33,2.28,9.12,3.52,1.72,7.94,0.33,9.38,4.6
P269	4.58,1.12,9.64,5.77,5.99,2.02,2.68,9.35,4.78,3.2
P270	6.7,0.54,8.94,2.95,9.71,9.76,9.5,3.14,7.41,3.64
P271	7.44,2.62,1.29,5.88,9.09,1.45,1.2,5.36,3.73,8.01
P272	7.06,4.36,6.53,6.0,4.29,7.31,2.52,0.18,6.33,9.33
P273	4.76,8.43,5.33,4.01,0.74,2.2,9.23,2.31,6.47,9.4
P274	9.23,7.65,6.7,1.61,6.88,7.52,3.37,2.21,3.95,8.78
P275	1.61,3.28,1.64,1.69,3.92,6.92,7.63,8.03,9.08,0.9
P276	1.11,9.61,1.49,9.53,5.99,6.59,0.51,8.09,2.06,9.63
P277	7.14,3.25,2.38,5.7,6.88,2.29,2.73,5.28,3.73,1.48
P278	5.29,7.72,0.02,7.28,4.96,2.17,0.69,4.55,0.8,4.17
P279	8.83,2.78,9.44,1.45,1.15,4.73,9.77,8.19,8.38,1.75
P280	0.42,3.94,5.71,6.75,2.26,1.85,2.58,8.85,8.52,1.22
P281	9.69,3.18,3.9,0.81,3.22,5.89,2.58,2.75,2.9,6.91
P282	1.77,1.71,1.01,2.44,4.45,0.34,3.95,5.2,9.53,9.81
P283	6.69,2.61,2.66,4.06,3.19,2.49,4.27,7.17,2.48,1.2
P284	3.64,5.94,1.06,1.35,9.97,4.13,7.14,5.05,1.65,0.36
P285	1.16,3.79,4.82,9.06,0.03,7.99,1.14,2.75,9.77,7.56
P286	2.5,4.36,2.11,0.09,7.41,0.34,6.07,4.23,9.57,8.71
P287	4.57,4.64,4.54,1.6,9.78,8.94,4.08,8.29,7.87,8.62
P288	1.44,3.09,5.64,3.71,2.56,2.25,6.94,4.99,9.85,5.41
P289	6.21,8.93,5.46,0.06,0.34,7.61,0.25,2.02,7.55,0.05
P290	3.33,0.93,3.99,2.14,4.51,7.45,4.29,9.14,8.59,8.02
P291	2.49,8.79,6.2,3.81,3.53,3.29,0.4,2.66,3.52,5.0
P292	2.4,7.08,9.22,4.51,2.33,6.18,3.21,9.28,2.97,7.13
P293	1.29,8.1,5.47,9.67,3.26,9.07,6.01,7.82,6.31,9.15
P294	1.52,4.26,2.53,8.86,0.63,6.32,9.0,9.19,3.58,7.23
P295	8.76,6.51,0.61,2.82,6.18,7.57,4.31,1.45,8.41,8.99
P296	5.2,4.89,7.59,4.69,3.93,8.61,5.13,0.43,5.51,2.68
P297	0.26,6.5,2.89,8.72,9.85,8.67,7.84,3.99,5.67,2.56
P298	6.67,1.12,7.94,8.45,7.39,0.73,1.48,2.09,2.48,4.83
P299	1.58,1.99,8.6,0.62,2.15,5.02,0.4,8.23,7.8,0.56
P300	0.73,0.61,5.07,7.82,3.65,0.94,5.07,2.46,9.74,0.91
P301	1.6,5.96,5.56,2.96,4.14,6.16,0.26,1.26,4.66,7.71
P302	2.97,8.87,1.04,9.06,3.6,3.1,7.25,6.35,8.59,7.24
P303	2.72,5.43,0.53,4.34,8.52,0.19,7.01,7.94,8.44,9.17
P304	0.04,5.53,6.75,2.73,1.97,2.54,2.27,9.9,7.5,8.94
P305	0.98,7.35,4.58,5.54,4.86,3.06,8.53,4.46,5.52,3.62
P306	4.99,6.55,4.9,7.34,7.21,8.78,4.1,4.86,2.36,6.23
P307	3.32,5.36,9.65,6.79,2.93,8.99,0.45,1.03,5.62,5.83
P308	6.61,6.68,4.49,7.22,8.85,4.56,0.6,8.08,1.35,2.62
P309	6.09,7.71,2.09,5.75,5.67,2.17,1.29,1.52,0.34,3.64
P310	1.6,6.43,1.99,0.56,4.61,2.77,6.33,8.01,7.88,3.63
P311	4.88,9.49,5.45,2.5,3.67,9.39,2.77,4.2,7.43,1.04
P312	3.81,6.12,3.4,6.02,4.15,1.99,7.95,9.11,8.84,5.84
P313	2.69,7.64,8.05,0.33,4.16,5.11,6.57,1.86,2.41,7.16
P314	5.48,4.87,9.67,1.76,5.79,8.84,9.5,6.82,3.86,4.67
P315	0.78,5.8,8.19,1.58,8.35,5.73,5.47,1.55,4.08,2.9
P316	1.32,6.27,7.83,8.55,7.84,0.47,7.79,0.55,5.69,6.34
P317	3.43,7.33,3.3,6.21,2.58,7.41,9.34,4.28,6.08,0.94
P318	7.78,3.89,9.53,9.79,6.4,3.52,2.04,9.41,1.11,3.67
P319	6.04,8.54,7.87,6.55,0.52,2.52,3.73,2.25,2.57,2.44
P320	6.1,8.59,8.41,4.82,7.22,6.32,5.72,6.04,6.37,7.88
P321	3.68,1.65,8.51,5.85,5.62,3.07,1.77,6.8,2.0,3.25
P322	0.15,7.11,8.29,8.6,0.12,0.18,2.96,6.39,1.53,8.46
P323	5.77,5.79,3.85,9.69,5.57,5.83,8.47,3.77,9.71,5.56
P324	6.7,5.84,4.39,9.92,0.93,1.43,6.27,0.0,3.17,1.52
P325	0.91,7.65,1.46,9.04,3.03,2.85,9.51,3.44,6.64,6.49
